Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
County,Santa Cruz County,2015,December,12/01/2015,90910000,Federal Government,N,500
County,Santa Cruz County,2015,December,12/01/2015,90930000,Local Government,N,12700
County,Santa Cruz County,2015,December,12/01/2015,15000000,"Natural Resources, Mining and Constructi",N,3900
County,Santa Cruz County,2015,December,12/01/2015,55000000,Financial Activities,N,3600
County,Santa Cruz County,2015,December,12/01/2015,11000000,Total Farm,N,4700
County,Santa Cruz County,2015,December,12/01/2015,50000000,Information,N,900
County,Santa Cruz County,2015,December,12/01/2015,70710000,"Arts, Entertainment, and Recreation",N,1700
County,Santa Cruz County,2015,December,12/01/2015,42000000,Retail Trade,N,12500
County,Santa Cruz County,2015,December,12/01/2015,80000000,Other Services,N,4600
County,Santa Cruz County,2015,December,12/01/2015,70000000,Leisure and Hospitality,N,12600
County,Santa Cruz County,2015,December,12/01/2015,90921611,State Government Education,N,8000
County,Santa Cruz County,2015,December,12/01/2015,5000000,Total Private,N,77100
County,Santa Cruz County,2015,December,12/01/2015,6000000,Goods Producing,N,10300
County,Santa Cruz County,2015,December,12/01/2015,32000000,Nondurable Goods,N,3400
County,Santa Cruz County,2015,December,12/01/2015,65000000,Educational and Health Services,N,17400
County,Santa Cruz County,2015,December,12/01/2015,90922000,State Government Excluding Education,N,600
County,Santa Cruz County,2014,January,01/01/2014,0,Total Nonfarm,N,92200
County,Santa Cruz County,2014,January,01/01/2014,41000000,Wholesale Trade,N,3300
County,Santa Cruz County,2014,January,01/01/2014,90940000,State and Local Government,N,20600
County,Santa Cruz County,2014,January,01/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,January,01/01/2014,30000000,Manufacturing,N,5200
County,Santa Cruz County,2014,January,01/01/2014,90920000,State Government,N,8100
County,Santa Cruz County,2014,January,01/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,January,01/01/2014,90932994,Special Districts plus Indian Tribes,N,900
County,Santa Cruz County,2014,January,01/01/2014,0,Total Nonfarm,Y,93700
County,Santa Cruz County,2014,January,01/01/2014,70720000,Accommodation and Food Service,N,10000
County,Santa Cruz County,2014,January,01/01/2014,1000000,Total Wage and Salary,N,96200
County,Santa Cruz County,2014,January,01/01/2014,31000000,Durable Goods,N,2600
County,Santa Cruz County,2014,January,01/01/2014,55530000,Real Estate and Rental and Leasing,N,1400
County,Santa Cruz County,2014,January,01/01/2014,40000000,"Trade, Transportation and Utilities",N,16200
County,Santa Cruz County,2014,January,01/01/2014,60000000,Professional and Business Services,N,9600
County,Santa Cruz County,2014,January,01/01/2014,90000000,Government,N,21100
County,Santa Cruz County,2014,January,01/01/2014,11000000,Total Farm,N,4000
County,Santa Cruz County,2014,January,01/01/2014,90930000,Local Government,N,12500
County,Santa Cruz County,2014,January,01/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3200
County,Santa Cruz County,2014,January,01/01/2014,55000000,Financial Activities,N,3400
County,Santa Cruz County,2014,January,01/01/2014,7000000,Service Providing,N,83800
County,Santa Cruz County,2014,January,01/01/2014,8000000,Private Service Providing,N,62700
County,Santa Cruz County,2014,January,01/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,January,01/01/2014,90932000,Local Government Excluding Education,N,5000
County,Santa Cruz County,2014,January,01/01/2014,90921611,State Government Education,N,7500
County,Santa Cruz County,2014,January,01/01/2014,70710000,"Arts, Entertainment, and Recreation",N,1700
County,Santa Cruz County,2014,January,01/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,January,01/01/2014,80000000,Other Services,N,4200
County,Santa Cruz County,2014,January,01/01/2014,65000000,Educational and Health Services,N,16800
County,Santa Cruz County,2014,January,01/01/2014,70000000,Leisure and Hospitality,N,11700
County,Santa Cruz County,2014,January,01/01/2014,5000000,Total Private,N,71100
County,Santa Cruz County,2014,January,01/01/2014,6000000,Goods Producing,N,8400
County,Santa Cruz County,2014,January,01/01/2014,32000000,Nondurable Goods,N,2600
County,Santa Cruz County,2014,January,01/01/2014,90922000,State Government Excluding Education,N,600
County,Santa Cruz County,2014,January,01/01/2014,42000000,Retail Trade,N,11600
County,Santa Cruz County,2014,February,02/01/2014,0,Total Nonfarm,N,93500
County,Santa Cruz County,2014,February,02/01/2014,41000000,Wholesale Trade,N,3400
County,Santa Cruz County,2014,February,02/01/2014,90940000,State and Local Government,N,20700
County,Santa Cruz County,2014,February,02/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,February,02/01/2014,30000000,Manufacturing,N,5400
County,Santa Cruz County,2014,February,02/01/2014,90920000,State Government,N,8600
County,Santa Cruz County,2014,February,02/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,February,02/01/2014,90932994,Special Districts plus Indian Tribes,N,900
County,Santa Cruz County,2014,February,02/01/2014,0,Total Nonfarm,Y,94500
County,Santa Cruz County,2014,February,02/01/2014,70720000,Accommodation and Food Service,N,10100
County,Santa Cruz County,2014,February,02/01/2014,1000000,Total Wage and Salary,N,97700
County,Santa Cruz County,2014,February,02/01/2014,31000000,Durable Goods,N,2700
County,Santa Cruz County,2014,February,02/01/2014,55530000,Real Estate and Rental and Leasing,N,1400
County,Santa Cruz County,2014,February,02/01/2014,60000000,Professional and Business Services,N,10000
County,Santa Cruz County,2014,February,02/01/2014,40000000,"Trade, Transportation and Utilities",N,16200
County,Santa Cruz County,2014,February,02/01/2014,90000000,Government,N,21200
County,Santa Cruz County,2014,February,02/01/2014,11000000,Total Farm,N,4200
County,Santa Cruz County,2014,February,02/01/2014,90930000,Local Government,N,12100
County,Santa Cruz County,2014,February,02/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3300
County,Santa Cruz County,2014,February,02/01/2014,7000000,Service Providing,N,84800
County,Santa Cruz County,2014,February,02/01/2014,55000000,Financial Activities,N,3400
County,Santa Cruz County,2014,February,02/01/2014,8000000,Private Service Providing,N,63600
County,Santa Cruz County,2014,February,02/01/2014,90932000,Local Government Excluding Education,N,5000
County,Santa Cruz County,2014,February,02/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,February,02/01/2014,90921611,State Government Education,N,8000
County,Santa Cruz County,2014,February,02/01/2014,70710000,"Arts, Entertainment, and Recreation",N,1900
County,Santa Cruz County,2014,February,02/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,February,02/01/2014,80000000,Other Services,N,4200
County,Santa Cruz County,2014,February,02/01/2014,65000000,Educational and Health Services,N,17000
County,Santa Cruz County,2014,February,02/01/2014,70000000,Leisure and Hospitality,N,12000
County,Santa Cruz County,2014,February,02/01/2014,5000000,Total Private,N,72300
County,Santa Cruz County,2014,February,02/01/2014,32000000,Nondurable Goods,N,2700
County,Santa Cruz County,2014,February,02/01/2014,6000000,Goods Producing,N,8700
County,Santa Cruz County,2014,February,02/01/2014,90922000,State Government Excluding Education,N,600
County,Santa Cruz County,2014,February,02/01/2014,42000000,Retail Trade,N,11500
County,Santa Cruz County,2014,March,03/01/2014,0,Total Nonfarm,N,94800
County,Santa Cruz County,2014,March,03/01/2014,41000000,Wholesale Trade,N,3400
County,Santa Cruz County,2014,March,03/01/2014,90940000,State and Local Government,N,21700
County,Santa Cruz County,2014,March,03/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,March,03/01/2014,30000000,Manufacturing,N,5500
County,Santa Cruz County,2014,March,03/01/2014,90920000,State Government,N,9000
County,Santa Cruz County,2014,March,03/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,March,03/01/2014,90932994,Special Districts plus Indian Tribes,N,900
County,Santa Cruz County,2014,March,03/01/2014,0,Total Nonfarm,Y,95100
County,Santa Cruz County,2014,March,03/01/2014,70720000,Accommodation and Food Service,N,10400
County,Santa Cruz County,2014,March,03/01/2014,1000000,Total Wage and Salary,N,99600
County,Santa Cruz County,2014,March,03/01/2014,31000000,Durable Goods,N,2700
County,Santa Cruz County,2014,March,03/01/2014,55530000,Real Estate and Rental and Leasing,N,1400
County,Santa Cruz County,2014,March,03/01/2014,60000000,Professional and Business Services,N,9900
County,Santa Cruz County,2014,March,03/01/2014,40000000,"Trade, Transportation and Utilities",N,16300
County,Santa Cruz County,2014,March,03/01/2014,90000000,Government,N,22200
County,Santa Cruz County,2014,March,03/01/2014,55000000,Financial Activities,N,3400
County,Santa Cruz County,2014,March,03/01/2014,11000000,Total Farm,N,4800
County,Santa Cruz County,2014,March,03/01/2014,90930000,Local Government,N,12700
County,Santa Cruz County,2014,March,03/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3300
County,Santa Cruz County,2014,March,03/01/2014,7000000,Service Providing,N,86000
County,Santa Cruz County,2014,March,03/01/2014,8000000,Private Service Providing,N,63800
County,Santa Cruz County,2014,March,03/01/2014,90932000,Local Government Excluding Education,N,5100
County,Santa Cruz County,2014,March,03/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,March,03/01/2014,90921611,State Government Education,N,8300
County,Santa Cruz County,2014,March,03/01/2014,70710000,"Arts, Entertainment, and Recreation",N,1900
County,Santa Cruz County,2014,March,03/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,March,03/01/2014,80000000,Other Services,N,4200
County,Santa Cruz County,2014,March,03/01/2014,65000000,Educational and Health Services,N,16900
County,Santa Cruz County,2014,March,03/01/2014,70000000,Leisure and Hospitality,N,12300
County,Santa Cruz County,2014,March,03/01/2014,5000000,Total Private,N,72600
County,Santa Cruz County,2014,March,03/01/2014,32000000,Nondurable Goods,N,2800
County,Santa Cruz County,2014,March,03/01/2014,6000000,Goods Producing,N,8800
County,Santa Cruz County,2014,March,03/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,March,03/01/2014,42000000,Retail Trade,N,11600
County,Santa Cruz County,2014,April,04/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,April,04/01/2014,0,Total Nonfarm,N,95500
County,Santa Cruz County,2014,April,04/01/2014,41000000,Wholesale Trade,N,3500
County,Santa Cruz County,2014,April,04/01/2014,90940000,State and Local Government,N,21400
County,Santa Cruz County,2014,April,04/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,April,04/01/2014,30000000,Manufacturing,N,5500
County,Santa Cruz County,2014,April,04/01/2014,90920000,State Government,N,8700
County,Santa Cruz County,2014,April,04/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,April,04/01/2014,90932994,Special Districts plus Indian Tribes,N,1100
County,Santa Cruz County,2014,April,04/01/2014,0,Total Nonfarm,Y,94900
County,Santa Cruz County,2014,April,04/01/2014,70720000,Accommodation and Food Service,N,10800
County,Santa Cruz County,2014,April,04/01/2014,1000000,Total Wage and Salary,N,102200
County,Santa Cruz County,2014,April,04/01/2014,31000000,Durable Goods,N,2700
County,Santa Cruz County,2014,April,04/01/2014,55530000,Real Estate and Rental and Leasing,N,1400
County,Santa Cruz County,2014,April,04/01/2014,60000000,Professional and Business Services,N,10100
County,Santa Cruz County,2014,April,04/01/2014,40000000,"Trade, Transportation and Utilities",N,16400
County,Santa Cruz County,2014,April,04/01/2014,90000000,Government,N,21900
County,Santa Cruz County,2014,April,04/01/2014,55000000,Financial Activities,N,3400
County,Santa Cruz County,2014,April,04/01/2014,90930000,Local Government,N,12700
County,Santa Cruz County,2014,April,04/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3300
County,Santa Cruz County,2014,April,04/01/2014,11000000,Total Farm,N,6700
County,Santa Cruz County,2014,April,04/01/2014,7000000,Service Providing,N,86700
County,Santa Cruz County,2014,April,04/01/2014,8000000,Private Service Providing,N,64800
County,Santa Cruz County,2014,April,04/01/2014,90932000,Local Government Excluding Education,N,5200
County,Santa Cruz County,2014,April,04/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,April,04/01/2014,90921611,State Government Education,N,8000
County,Santa Cruz County,2014,April,04/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2100
County,Santa Cruz County,2014,April,04/01/2014,80000000,Other Services,N,4200
County,Santa Cruz County,2014,April,04/01/2014,65000000,Educational and Health Services,N,17000
County,Santa Cruz County,2014,April,04/01/2014,70000000,Leisure and Hospitality,N,12900
County,Santa Cruz County,2014,April,04/01/2014,5000000,Total Private,N,73600
County,Santa Cruz County,2014,April,04/01/2014,32000000,Nondurable Goods,N,2800
County,Santa Cruz County,2014,April,04/01/2014,6000000,Goods Producing,N,8800
County,Santa Cruz County,2014,April,04/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,April,04/01/2014,42000000,Retail Trade,N,11600
County,Santa Cruz County,2014,May,05/01/2014,0,Total Nonfarm,N,96700
County,Santa Cruz County,2014,May,05/01/2014,41000000,Wholesale Trade,N,3600
County,Santa Cruz County,2014,May,05/01/2014,90940000,State and Local Government,N,21500
County,Santa Cruz County,2014,May,05/01/2014,30000000,Manufacturing,N,5600
County,Santa Cruz County,2014,May,05/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,May,05/01/2014,90920000,State Government,N,8800
County,Santa Cruz County,2014,May,05/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,May,05/01/2014,90932994,Special Districts plus Indian Tribes,N,1100
County,Santa Cruz County,2014,May,05/01/2014,0,Total Nonfarm,Y,95000
County,Santa Cruz County,2014,May,05/01/2014,70720000,Accommodation and Food Service,N,11100
County,Santa Cruz County,2014,May,05/01/2014,1000000,Total Wage and Salary,N,107100
County,Santa Cruz County,2014,May,05/01/2014,31000000,Durable Goods,N,2700
County,Santa Cruz County,2014,May,05/01/2014,55530000,Real Estate and Rental and Leasing,N,1500
County,Santa Cruz County,2014,May,05/01/2014,60000000,Professional and Business Services,N,10200
County,Santa Cruz County,2014,May,05/01/2014,40000000,"Trade, Transportation and Utilities",N,16600
County,Santa Cruz County,2014,May,05/01/2014,90000000,Government,N,22000
County,Santa Cruz County,2014,May,05/01/2014,11000000,Total Farm,N,10400
County,Santa Cruz County,2014,May,05/01/2014,55000000,Financial Activities,N,3500
County,Santa Cruz County,2014,May,05/01/2014,90930000,Local Government,N,12700
County,Santa Cruz County,2014,May,05/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3400
County,Santa Cruz County,2014,May,05/01/2014,8000000,Private Service Providing,N,65700
County,Santa Cruz County,2014,May,05/01/2014,7000000,Service Providing,N,87700
County,Santa Cruz County,2014,May,05/01/2014,90932000,Local Government Excluding Education,N,5300
County,Santa Cruz County,2014,May,05/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,May,05/01/2014,90921611,State Government Education,N,8100
County,Santa Cruz County,2014,May,05/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2200
County,Santa Cruz County,2014,May,05/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,May,05/01/2014,70000000,Leisure and Hospitality,N,13300
County,Santa Cruz County,2014,May,05/01/2014,80000000,Other Services,N,4300
County,Santa Cruz County,2014,May,05/01/2014,65000000,Educational and Health Services,N,17000
County,Santa Cruz County,2014,May,05/01/2014,5000000,Total Private,N,74700
County,Santa Cruz County,2014,May,05/01/2014,32000000,Nondurable Goods,N,2900
County,Santa Cruz County,2014,May,05/01/2014,6000000,Goods Producing,N,9000
County,Santa Cruz County,2014,May,05/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,May,05/01/2014,42000000,Retail Trade,N,11700
County,Santa Cruz County,2014,June,06/01/2014,41000000,Wholesale Trade,N,3600
County,Santa Cruz County,2014,June,06/01/2014,90940000,State and Local Government,N,21800
County,Santa Cruz County,2014,June,06/01/2014,0,Total Nonfarm,N,98000
County,Santa Cruz County,2014,June,06/01/2014,30000000,Manufacturing,N,5800
County,Santa Cruz County,2014,June,06/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,June,06/01/2014,90920000,State Government,N,8900
County,Santa Cruz County,2014,June,06/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,June,06/01/2014,90932994,Special Districts plus Indian Tribes,N,1100
County,Santa Cruz County,2014,June,06/01/2014,0,Total Nonfarm,Y,95400
County,Santa Cruz County,2014,June,06/01/2014,70720000,Accommodation and Food Service,N,11600
County,Santa Cruz County,2014,June,06/01/2014,1000000,Total Wage and Salary,N,110100
County,Santa Cruz County,2014,June,06/01/2014,31000000,Durable Goods,N,2800
County,Santa Cruz County,2014,June,06/01/2014,55530000,Real Estate and Rental and Leasing,N,1500
County,Santa Cruz County,2014,June,06/01/2014,60000000,Professional and Business Services,N,10200
County,Santa Cruz County,2014,June,06/01/2014,40000000,"Trade, Transportation and Utilities",N,16800
County,Santa Cruz County,2014,June,06/01/2014,90000000,Government,N,22300
County,Santa Cruz County,2014,June,06/01/2014,11000000,Total Farm,N,12100
County,Santa Cruz County,2014,June,06/01/2014,55000000,Financial Activities,N,3500
County,Santa Cruz County,2014,June,06/01/2014,90930000,Local Government,N,12900
County,Santa Cruz County,2014,June,06/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3400
County,Santa Cruz County,2014,June,06/01/2014,8000000,Private Service Providing,N,66500
County,Santa Cruz County,2014,June,06/01/2014,7000000,Service Providing,N,88800
County,Santa Cruz County,2014,June,06/01/2014,90932000,Local Government Excluding Education,N,5500
County,Santa Cruz County,2014,June,06/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,June,06/01/2014,90921611,State Government Education,N,8200
County,Santa Cruz County,2014,June,06/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2500
County,Santa Cruz County,2014,June,06/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,June,06/01/2014,70000000,Leisure and Hospitality,N,14100
County,Santa Cruz County,2014,June,06/01/2014,80000000,Other Services,N,4300
County,Santa Cruz County,2014,June,06/01/2014,65000000,Educational and Health Services,N,16800
County,Santa Cruz County,2014,June,06/01/2014,5000000,Total Private,N,75700
County,Santa Cruz County,2014,June,06/01/2014,32000000,Nondurable Goods,N,3000
County,Santa Cruz County,2014,June,06/01/2014,6000000,Goods Producing,N,9200
County,Santa Cruz County,2014,June,06/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,June,06/01/2014,42000000,Retail Trade,N,11900
County,Santa Cruz County,2014,July,07/01/2014,41000000,Wholesale Trade,N,3600
County,Santa Cruz County,2014,July,07/01/2014,0,Total Nonfarm,N,95700
County,Santa Cruz County,2014,July,07/01/2014,90940000,State and Local Government,N,19300
County,Santa Cruz County,2014,July,07/01/2014,30000000,Manufacturing,N,5700
County,Santa Cruz County,2014,July,07/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,July,07/01/2014,90920000,State Government,N,7000
County,Santa Cruz County,2014,July,07/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,July,07/01/2014,90932994,Special Districts plus Indian Tribes,N,1000
County,Santa Cruz County,2014,July,07/01/2014,0,Total Nonfarm,Y,95400
County,Santa Cruz County,2014,July,07/01/2014,70720000,Accommodation and Food Service,N,11700
County,Santa Cruz County,2014,July,07/01/2014,1000000,Total Wage and Salary,N,108200
County,Santa Cruz County,2014,July,07/01/2014,31000000,Durable Goods,N,2800
County,Santa Cruz County,2014,July,07/01/2014,60000000,Professional and Business Services,N,10400
County,Santa Cruz County,2014,July,07/01/2014,55530000,Real Estate and Rental and Leasing,N,1500
County,Santa Cruz County,2014,July,07/01/2014,40000000,"Trade, Transportation and Utilities",N,16700
County,Santa Cruz County,2014,July,07/01/2014,90000000,Government,N,19800
County,Santa Cruz County,2014,July,07/01/2014,11000000,Total Farm,N,12500
County,Santa Cruz County,2014,July,07/01/2014,55000000,Financial Activities,N,3500
County,Santa Cruz County,2014,July,07/01/2014,90930000,Local Government,N,12300
County,Santa Cruz County,2014,July,07/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3500
County,Santa Cruz County,2014,July,07/01/2014,8000000,Private Service Providing,N,66700
County,Santa Cruz County,2014,July,07/01/2014,7000000,Service Providing,N,86500
County,Santa Cruz County,2014,July,07/01/2014,90932000,Local Government Excluding Education,N,5400
County,Santa Cruz County,2014,July,07/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,July,07/01/2014,90921611,State Government Education,N,6300
County,Santa Cruz County,2014,July,07/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2600
County,Santa Cruz County,2014,July,07/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,July,07/01/2014,70000000,Leisure and Hospitality,N,14300
County,Santa Cruz County,2014,July,07/01/2014,80000000,Other Services,N,4500
County,Santa Cruz County,2014,July,07/01/2014,65000000,Educational and Health Services,N,16500
County,Santa Cruz County,2014,July,07/01/2014,5000000,Total Private,N,75900
County,Santa Cruz County,2014,July,07/01/2014,32000000,Nondurable Goods,N,2900
County,Santa Cruz County,2014,July,07/01/2014,6000000,Goods Producing,N,9200
County,Santa Cruz County,2014,July,07/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,July,07/01/2014,42000000,Retail Trade,N,11800
County,Santa Cruz County,2014,August,08/01/2014,41000000,Wholesale Trade,N,3500
County,Santa Cruz County,2014,August,08/01/2014,90940000,State and Local Government,N,19000
County,Santa Cruz County,2014,August,08/01/2014,0,Total Nonfarm,N,95300
County,Santa Cruz County,2014,August,08/01/2014,30000000,Manufacturing,N,5800
County,Santa Cruz County,2014,August,08/01/2014,55520000,Finance and Insurance,N,2100
County,Santa Cruz County,2014,August,08/01/2014,90920000,State Government,N,7000
County,Santa Cruz County,2014,August,08/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1300
County,Santa Cruz County,2014,August,08/01/2014,90932994,Special Districts plus Indian Tribes,N,1000
County,Santa Cruz County,2014,August,08/01/2014,0,Total Nonfarm,Y,95400
County,Santa Cruz County,2014,August,08/01/2014,70720000,Accommodation and Food Service,N,11700
County,Santa Cruz County,2014,August,08/01/2014,1000000,Total Wage and Salary,N,107400
County,Santa Cruz County,2014,August,08/01/2014,60000000,Professional and Business Services,N,10200
County,Santa Cruz County,2014,August,08/01/2014,31000000,Durable Goods,N,2800
County,Santa Cruz County,2014,August,08/01/2014,55530000,Real Estate and Rental and Leasing,N,1500
County,Santa Cruz County,2014,August,08/01/2014,40000000,"Trade, Transportation and Utilities",N,16700
County,Santa Cruz County,2014,August,08/01/2014,90000000,Government,N,19600
County,Santa Cruz County,2014,August,08/01/2014,11000000,Total Farm,N,12100
County,Santa Cruz County,2014,August,08/01/2014,55000000,Financial Activities,N,3600
County,Santa Cruz County,2014,August,08/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3500
County,Santa Cruz County,2014,August,08/01/2014,90930000,Local Government,N,12000
County,Santa Cruz County,2014,August,08/01/2014,8000000,Private Service Providing,N,66400
County,Santa Cruz County,2014,August,08/01/2014,7000000,Service Providing,N,86000
County,Santa Cruz County,2014,August,08/01/2014,90932000,Local Government Excluding Education,N,5400
County,Santa Cruz County,2014,August,08/01/2014,90910000,Federal Government,N,600
County,Santa Cruz County,2014,August,08/01/2014,90921611,State Government Education,N,6300
County,Santa Cruz County,2014,August,08/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2500
County,Santa Cruz County,2014,August,08/01/2014,70000000,Leisure and Hospitality,N,14200
County,Santa Cruz County,2014,August,08/01/2014,80000000,Other Services,N,4400
County,Santa Cruz County,2014,August,08/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,August,08/01/2014,65000000,Educational and Health Services,N,16500
County,Santa Cruz County,2014,August,08/01/2014,5000000,Total Private,N,75700
County,Santa Cruz County,2014,August,08/01/2014,32000000,Nondurable Goods,N,3000
County,Santa Cruz County,2014,August,08/01/2014,6000000,Goods Producing,N,9300
County,Santa Cruz County,2014,August,08/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,August,08/01/2014,42000000,Retail Trade,N,11900
County,Santa Cruz County,2014,September,09/01/2014,41000000,Wholesale Trade,N,3500
County,Santa Cruz County,2014,September,09/01/2014,90940000,State and Local Government,N,17800
County,Santa Cruz County,2014,September,09/01/2014,0,Total Nonfarm,N,93100
County,Santa Cruz County,2014,September,09/01/2014,30000000,Manufacturing,N,6000
County,Santa Cruz County,2014,September,09/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,September,09/01/2014,90920000,State Government,N,6300
County,Santa Cruz County,2014,September,09/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1400
County,Santa Cruz County,2014,September,09/01/2014,90932994,Special Districts plus Indian Tribes,N,1000
County,Santa Cruz County,2014,September,09/01/2014,0,Total Nonfarm,Y,95200
County,Santa Cruz County,2014,September,09/01/2014,70720000,Accommodation and Food Service,N,11100
County,Santa Cruz County,2014,September,09/01/2014,1000000,Total Wage and Salary,N,104700
County,Santa Cruz County,2014,September,09/01/2014,60000000,Professional and Business Services,N,10100
County,Santa Cruz County,2014,September,09/01/2014,31000000,Durable Goods,N,2800
County,Santa Cruz County,2014,September,09/01/2014,55530000,Real Estate and Rental and Leasing,N,1500
County,Santa Cruz County,2014,September,09/01/2014,40000000,"Trade, Transportation and Utilities",N,16600
County,Santa Cruz County,2014,September,09/01/2014,90000000,Government,N,18300
County,Santa Cruz County,2014,September,09/01/2014,11000000,Total Farm,N,11600
County,Santa Cruz County,2014,September,09/01/2014,55000000,Financial Activities,N,3500
County,Santa Cruz County,2014,September,09/01/2014,90930000,Local Government,N,11500
County,Santa Cruz County,2014,September,09/01/2014,15000000,"Natural Resources, Mining and Constructi",N,3500
County,Santa Cruz County,2014,September,09/01/2014,8000000,Private Service Providing,N,65300
County,Santa Cruz County,2014,September,09/01/2014,7000000,Service Providing,N,83600
County,Santa Cruz County,2014,September,09/01/2014,90932000,Local Government Excluding Education,N,5400
County,Santa Cruz County,2014,September,09/01/2014,90910000,Federal Government,N,500
County,Santa Cruz County,2014,September,09/01/2014,90921611,State Government Education,N,5600
County,Santa Cruz County,2014,September,09/01/2014,70710000,"Arts, Entertainment, and Recreation",N,2100
County,Santa Cruz County,2014,September,09/01/2014,70000000,Leisure and Hospitality,N,13200
County,Santa Cruz County,2014,September,09/01/2014,80000000,Other Services,N,4400
County,Santa Cruz County,2014,September,09/01/2014,50000000,Information,N,800
County,Santa Cruz County,2014,September,09/01/2014,65000000,Educational and Health Services,N,16700
County,Santa Cruz County,2014,September,09/01/2014,32000000,Nondurable Goods,N,3200
County,Santa Cruz County,2014,September,09/01/2014,6000000,Goods Producing,N,9500
County,Santa Cruz County,2014,September,09/01/2014,90922000,State Government Excluding Education,N,700
County,Santa Cruz County,2014,September,09/01/2014,42000000,Retail Trade,N,11700
County,Santa Cruz County,2014,September,09/01/2014,5000000,Total Private,N,74800
County,Santa Cruz County,2014,October,10/01/2014,41000000,Wholesale Trade,N,3500
County,Santa Cruz County,2014,October,10/01/2014,90940000,State and Local Government,N,20500
County,Santa Cruz County,2014,October,10/01/2014,0,Total Nonfarm,N,95900
County,Santa Cruz County,2014,October,10/01/2014,30000000,Manufacturing,N,5800
County,Santa Cruz County,2014,October,10/01/2014,55520000,Finance and Insurance,N,2000
County,Santa Cruz County,2014,October,10/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,1400
County,Santa Cruz County,2014,October,10/01/2014,90920000,State Government,N,8500
County,Santa Cruz County,2014,October,10/01/2014,90932994,Special Districts plus Indian Tribes,N,1100
County,Santa Cruz County,2014,October,10/01/2014,0,Total Nonfarm,Y,95500
County,Santa Cruz County,2014,October,10/01/2014,70720000,Accommodation and Food Service,N,11000
County,Santa Cruz County,2014,October,10/01/2014,1000000,Total Wage and Salary,N,106400
