Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
County,San Benito County,2021,March,03/01/2021,55000000,Financial Activities,N,300
County,San Benito County,2021,March,03/01/2021,90930000,Local Government,N,2700
County,San Benito County,2021,March,03/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,March,03/01/2021,60000000,Professional and Business Services,N,1300
County,San Benito County,2021,March,03/01/2021,55530000,Real Estate and Rental and Leasing,N,100
County,San Benito County,2021,March,03/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,March,03/01/2021,40000000,"Trade, Transportation and Utilities",N,2200
County,San Benito County,2021,March,03/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,March,03/01/2021,20000000,Construction,N,1500
County,San Benito County,2021,March,03/01/2021,1000000,Total Wage and Salary,N,16400
County,San Benito County,2021,March,03/01/2021,90000000,Government,N,3000
County,San Benito County,2021,March,03/01/2021,90920000,State Government,N,200
County,San Benito County,2021,March,03/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,March,03/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,March,03/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,March,03/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,March,03/01/2021,30000000,Manufacturing,N,2900
County,San Benito County,2021,March,03/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,March,03/01/2021,0,Total Nonfarm,N,14700
County,San Benito County,2021,April,04/01/2021,50000000,Information,N,100
County,San Benito County,2021,April,04/01/2021,42000000,Retail Trade,N,1300
County,San Benito County,2021,April,04/01/2021,32000000,Nondurable Goods,N,1900
County,San Benito County,2021,April,04/01/2021,60560000,Administrative and Support and Waste Ser,N,1000
County,San Benito County,2021,April,04/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,April,04/01/2021,6000000,Goods Producing,N,4400
County,San Benito County,2021,April,04/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,April,04/01/2021,70000000,Leisure and Hospitality,N,1600
County,San Benito County,2021,April,04/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,April,04/01/2021,11000000,Total Farm,N,2100
County,San Benito County,2021,April,04/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,April,04/01/2021,7000000,Service Providing,N,10600
County,San Benito County,2021,April,04/01/2021,90930000,Local Government,N,2700
County,San Benito County,2021,April,04/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,April,04/01/2021,60000000,Professional and Business Services,N,1300
County,San Benito County,2021,April,04/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,April,04/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,April,04/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,April,04/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,April,04/01/2021,40000000,"Trade, Transportation and Utilities",N,2200
County,San Benito County,2021,April,04/01/2021,20000000,Construction,N,1500
County,San Benito County,2021,April,04/01/2021,1000000,Total Wage and Salary,N,17100
County,San Benito County,2021,April,04/01/2021,90000000,Government,N,3000
County,San Benito County,2021,April,04/01/2021,90920000,State Government,N,200
County,San Benito County,2021,April,04/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,April,04/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,April,04/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,April,04/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,April,04/01/2021,30000000,Manufacturing,N,2900
County,San Benito County,2021,April,04/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,April,04/01/2021,0,Total Nonfarm,N,15000
County,San Benito County,2021,May,05/01/2021,50000000,Information,N,100
County,San Benito County,2021,May,05/01/2021,42000000,Retail Trade,N,1300
County,San Benito County,2021,May,05/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,May,05/01/2021,60560000,Administrative and Support and Waste Ser,N,1000
County,San Benito County,2021,May,05/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,May,05/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,May,05/01/2021,70000000,Leisure and Hospitality,N,1700
County,San Benito County,2021,May,05/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,May,05/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,May,05/01/2021,11000000,Total Farm,N,2100
County,San Benito County,2021,May,05/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,May,05/01/2021,7000000,Service Providing,N,10700
County,San Benito County,2021,May,05/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,May,05/01/2021,90930000,Local Government,N,2700
County,San Benito County,2021,May,05/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,May,05/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,May,05/01/2021,60000000,Professional and Business Services,N,1300
County,San Benito County,2021,May,05/01/2021,1000000,Total Wage and Salary,N,17400
County,San Benito County,2021,May,05/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,May,05/01/2021,40000000,"Trade, Transportation and Utilities",N,2200
County,San Benito County,2021,May,05/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,May,05/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,May,05/01/2021,90000000,Government,N,3000
County,San Benito County,2021,May,05/01/2021,90920000,State Government,N,200
County,San Benito County,2021,May,05/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,May,05/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,May,05/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,May,05/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,May,05/01/2021,30000000,Manufacturing,N,3000
County,San Benito County,2021,May,05/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,May,05/01/2021,0,Total Nonfarm,N,15300
County,San Benito County,2021,June,06/01/2021,50000000,Information,N,100
County,San Benito County,2021,June,06/01/2021,42000000,Retail Trade,N,1400
County,San Benito County,2021,June,06/01/2021,32000000,Nondurable Goods,N,1900
County,San Benito County,2021,June,06/01/2021,60560000,Administrative and Support and Waste Ser,N,1200
County,San Benito County,2021,June,06/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,June,06/01/2021,6000000,Goods Producing,N,4500
County,San Benito County,2021,June,06/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,June,06/01/2021,70000000,Leisure and Hospitality,N,1700
County,San Benito County,2021,June,06/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,June,06/01/2021,11000000,Total Farm,N,2200
County,San Benito County,2021,June,06/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,June,06/01/2021,7000000,Service Providing,N,11000
County,San Benito County,2021,June,06/01/2021,90930000,Local Government,N,2700
County,San Benito County,2021,June,06/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,June,06/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,June,06/01/2021,60000000,Professional and Business Services,N,1500
County,San Benito County,2021,June,06/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,June,06/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,June,06/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,June,06/01/2021,40000000,"Trade, Transportation and Utilities",N,2300
County,San Benito County,2021,June,06/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,June,06/01/2021,90000000,Government,N,3000
County,San Benito County,2021,June,06/01/2021,1000000,Total Wage and Salary,N,17700
County,San Benito County,2021,June,06/01/2021,90920000,State Government,N,200
County,San Benito County,2021,June,06/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,June,06/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,June,06/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,June,06/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,June,06/01/2021,30000000,Manufacturing,N,2900
County,San Benito County,2021,June,06/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,June,06/01/2021,0,Total Nonfarm,N,15500
County,San Benito County,2021,July,07/01/2021,50000000,Information,N,100
County,San Benito County,2021,July,07/01/2021,42000000,Retail Trade,N,1400
County,San Benito County,2021,July,07/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,July,07/01/2021,60560000,Administrative and Support and Waste Ser,N,1200
County,San Benito County,2021,July,07/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,July,07/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,July,07/01/2021,70000000,Leisure and Hospitality,N,1800
County,San Benito County,2021,July,07/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,July,07/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,July,07/01/2021,11000000,Total Farm,N,2200
County,San Benito County,2021,July,07/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,July,07/01/2021,7000000,Service Providing,N,11000
County,San Benito County,2021,July,07/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,July,07/01/2021,90930000,Local Government,N,2600
County,San Benito County,2021,July,07/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,July,07/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,July,07/01/2021,60000000,Professional and Business Services,N,1500
County,San Benito County,2021,July,07/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,July,07/01/2021,40000000,"Trade, Transportation and Utilities",N,2300
County,San Benito County,2021,July,07/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,July,07/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,July,07/01/2021,1000000,Total Wage and Salary,N,17800
County,San Benito County,2021,July,07/01/2021,90000000,Government,N,2900
County,San Benito County,2021,July,07/01/2021,90920000,State Government,N,200
County,San Benito County,2021,July,07/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,July,07/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,July,07/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,July,07/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,July,07/01/2021,30000000,Manufacturing,N,3000
County,San Benito County,2021,July,07/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,July,07/01/2021,0,Total Nonfarm,N,15600
County,San Benito County,2021,August,08/01/2021,50000000,Information,N,100
County,San Benito County,2021,August,08/01/2021,42000000,Retail Trade,N,1400
County,San Benito County,2021,August,08/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,August,08/01/2021,60560000,Administrative and Support and Waste Ser,N,1300
County,San Benito County,2021,August,08/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,August,08/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,August,08/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,August,08/01/2021,70000000,Leisure and Hospitality,N,1800
County,San Benito County,2021,August,08/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,August,08/01/2021,11000000,Total Farm,N,2200
County,San Benito County,2021,August,08/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,August,08/01/2021,7000000,Service Providing,N,11200
County,San Benito County,2021,August,08/01/2021,90930000,Local Government,N,2700
County,San Benito County,2021,August,08/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,August,08/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,August,08/01/2021,60000000,Professional and Business Services,N,1600
County,San Benito County,2021,August,08/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,August,08/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,August,08/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,August,08/01/2021,40000000,"Trade, Transportation and Utilities",N,2300
County,San Benito County,2021,August,08/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,August,08/01/2021,90000000,Government,N,3000
County,San Benito County,2021,August,08/01/2021,1000000,Total Wage and Salary,N,18000
County,San Benito County,2021,August,08/01/2021,90920000,State Government,N,200
County,San Benito County,2021,August,08/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,August,08/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,August,08/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,August,08/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,August,08/01/2021,30000000,Manufacturing,N,3000
County,San Benito County,2021,August,08/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,August,08/01/2021,0,Total Nonfarm,N,15800
County,San Benito County,2021,September,09/01/2021,50000000,Information,N,100
County,San Benito County,2021,September,09/01/2021,42000000,Retail Trade,N,1400
County,San Benito County,2021,September,09/01/2021,32000000,Nondurable Goods,N,2100
County,San Benito County,2021,September,09/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,September,09/01/2021,60560000,Administrative and Support and Waste Ser,N,1300
County,San Benito County,2021,September,09/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,September,09/01/2021,70000000,Leisure and Hospitality,N,1800
County,San Benito County,2021,September,09/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,September,09/01/2021,6000000,Goods Producing,N,4700
County,San Benito County,2021,September,09/01/2021,7000000,Service Providing,N,11300
County,San Benito County,2021,September,09/01/2021,11000000,Total Farm,N,2200
County,San Benito County,2021,September,09/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,September,09/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,September,09/01/2021,90930000,Local Government,N,2800
County,San Benito County,2021,September,09/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,September,09/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,September,09/01/2021,60000000,Professional and Business Services,N,1600
County,San Benito County,2021,September,09/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,September,09/01/2021,40000000,"Trade, Transportation and Utilities",N,2300
County,San Benito County,2021,September,09/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,September,09/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,September,09/01/2021,1000000,Total Wage and Salary,N,18200
County,San Benito County,2021,September,09/01/2021,90000000,Government,N,3100
County,San Benito County,2021,September,09/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,September,09/01/2021,90920000,State Government,N,200
County,San Benito County,2021,September,09/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,September,09/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,September,09/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,September,09/01/2021,30000000,Manufacturing,N,3100
County,San Benito County,2021,September,09/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,September,09/01/2021,0,Total Nonfarm,N,16000
County,San Benito County,2021,October,10/01/2021,50000000,Information,N,100
County,San Benito County,2021,October,10/01/2021,42000000,Retail Trade,N,1400
County,San Benito County,2021,October,10/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,October,10/01/2021,60560000,Administrative and Support and Waste Ser,N,1300
County,San Benito County,2021,October,10/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,October,10/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,October,10/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,October,10/01/2021,70000000,Leisure and Hospitality,N,1900
County,San Benito County,2021,October,10/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,October,10/01/2021,7000000,Service Providing,N,11400
County,San Benito County,2021,October,10/01/2021,11000000,Total Farm,N,2300
County,San Benito County,2021,October,10/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,October,10/01/2021,90930000,Local Government,N,2800
County,San Benito County,2021,October,10/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,October,10/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,October,10/01/2021,60000000,Professional and Business Services,N,1600
County,San Benito County,2021,October,10/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,October,10/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,October,10/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,October,10/01/2021,40000000,"Trade, Transportation and Utilities",N,2300
County,San Benito County,2021,October,10/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,October,10/01/2021,90000000,Government,N,3100
County,San Benito County,2021,October,10/01/2021,1000000,Total Wage and Salary,N,18300
County,San Benito County,2021,October,10/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,October,10/01/2021,90920000,State Government,N,200
County,San Benito County,2021,October,10/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2021,October,10/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,October,10/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,October,10/01/2021,30000000,Manufacturing,N,3000
County,San Benito County,2021,October,10/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,October,10/01/2021,0,Total Nonfarm,N,16000
County,San Benito County,2021,November,11/01/2021,50000000,Information,N,100
County,San Benito County,2021,November,11/01/2021,42000000,Retail Trade,N,1500
County,San Benito County,2021,November,11/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,November,11/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,November,11/01/2021,60560000,Administrative and Support and Waste Ser,N,1300
County,San Benito County,2021,November,11/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,November,11/01/2021,70000000,Leisure and Hospitality,N,1900
County,San Benito County,2021,November,11/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,November,11/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,November,11/01/2021,7000000,Service Providing,N,11700
County,San Benito County,2021,November,11/01/2021,11000000,Total Farm,N,2000
County,San Benito County,2021,November,11/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,November,11/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,November,11/01/2021,90930000,Local Government,N,2900
County,San Benito County,2021,November,11/01/2021,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2021,November,11/01/2021,60540000,"Professional, Scientific and Technical S",N,300
County,San Benito County,2021,November,11/01/2021,60000000,Professional and Business Services,N,1600
County,San Benito County,2021,November,11/01/2021,65610000,Educational Services,N,100
County,San Benito County,2021,November,11/01/2021,40000000,"Trade, Transportation and Utilities",N,2500
County,San Benito County,2021,November,11/01/2021,31000000,Durable Goods,N,1000
County,San Benito County,2021,November,11/01/2021,20000000,Construction,N,1600
County,San Benito County,2021,November,11/01/2021,1000000,Total Wage and Salary,N,18300
County,San Benito County,2021,November,11/01/2021,90000000,Government,N,3200
County,San Benito County,2021,November,11/01/2021,55520000,Finance and Insurance,N,200
County,San Benito County,2021,November,11/01/2021,90920000,State Government,N,200
County,San Benito County,2021,November,11/01/2021,43000000,"Transportation, Warehousing and Utilitie",N,600
County,San Benito County,2021,November,11/01/2021,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2021,November,11/01/2021,41000000,Wholesale Trade,N,400
County,San Benito County,2021,November,11/01/2021,30000000,Manufacturing,N,3000
County,San Benito County,2021,November,11/01/2021,10000000,Mining and Logging,N,0
County,San Benito County,2021,November,11/01/2021,0,Total Nonfarm,N,16300
County,San Benito County,2021,December,12/01/2021,32000000,Nondurable Goods,N,2000
County,San Benito County,2021,December,12/01/2021,60560000,Administrative and Support and Waste Ser,N,1300
County,San Benito County,2021,December,12/01/2021,65000000,Educational and Health Services,N,1500
County,San Benito County,2021,December,12/01/2021,6000000,Goods Producing,N,4600
County,San Benito County,2021,December,12/01/2021,65620000,Health Care and Social Assistance,N,1400
County,San Benito County,2021,December,12/01/2021,70000000,Leisure and Hospitality,N,1900
County,San Benito County,2021,December,12/01/2021,80000000,Other Services,N,500
County,San Benito County,2021,December,12/01/2021,42000000,Retail Trade,N,1500
County,San Benito County,2021,December,12/01/2021,50000000,Information,N,100
County,San Benito County,2021,December,12/01/2021,7000000,Service Providing,N,11700
County,San Benito County,2021,December,12/01/2021,11000000,Total Farm,N,1600
County,San Benito County,2021,December,12/01/2021,90910000,Federal Government,N,100
County,San Benito County,2021,December,12/01/2021,90930000,Local Government,N,2900
County,San Benito County,2021,December,12/01/2021,55000000,Financial Activities,N,400
County,San Benito County,2021,December,12/01/2021,31000000,Durable Goods,N,1000
